ABLE7;AT16;CTRATIO;ETOT;FEMALE;LOGINC;N;OLDSIB;YNGSIB;SCHOOL
75;3;18.35135;5;0;3.555348;6039;0;5;0
82.5;2;17.73809;2;0;4.135167;6041;2;0;0
67.5;3;18.35135;1;1;3.314186;6043;0;0;0
82.5;1;15.43902;6;1;4.412798;6045;0;1;1
32.5;3;18.06667;2;0;3.48124;6047;0;2;0
95;1;17.76471;9;1;4.527209;6049;1;2;1
30;3;18.84783;2;1;3.555348;6051;0;0;0
90;1;18.19565;9;1;3.86073;6053;0;0;1
95;2;15.78378;9;1;3.960813;6055;1;1;0
90;1;16.66667;12;0;4.051785;6057;0;1;1
90;1;18.4;5;1;4.051785;6059;0;1;1
30;3;18.08;3;0;3.86073;6061;0;3;0
65;3;17.1;7;0;3.912023;6063;0;0;0
60;2;16.53968;7;1;3.555348;6065;0;0;0
37.5;2;16.71233;2;0;3.314186;6067;1;5;0
87.5;3;18.19565;6;0;3.749504;6069;0;2;0
90;3;17.85714;0;1;4.051785;6071;1;2;0
45;3;18.04082;5;1;3.218876;6073;0;0;0
70;3;18.04082;0;0;4.135167;6075;0;1;0
95;3;17.85714;5;1;3.86073;6077;0;1;0
77.5;3;24.08696;7;1;3.931826;6079;0;1;0
85;1;15.23438;7;1;4.051785;6081;0;1;1
65;2;16.77419;7;1;3.960813;6083;0;2;0
32.5;3;16.58824;5;1;3.624341;6085;0;1;0
80;2;17.59678;9;0;3.912023;6087;0;0;0
97.5;2;19.13636;8;0;4.350278;6089;1;4;0
72.5;2;17.67742;0;1;3.688879;6091;1;1;0
67.5;2;17.14286;8;1;3.401197;6093;2;1;0
80;1;18.63889;7;1;4.382027;6095;3;1;1
35;3;16.125;0;1;3.86073;6097;1;2;0
52.5;2;15.3871;8;0;4.007333;6099;0;0;0
87.5;1;14.975;8;0;3.912023;6101;1;0;1
47.5;3;18.92857;2;1;3.401197;6103;3;5;0
65;3;17.59678;4;1;3.624341;6105;1;0;0
25;3;15.71429;0;0;3.555348;6107;0;3;0
92.5;1;17.28;10;1;3.960813;6109;0;1;1
47.5;2;17.2043;5;0;3.555348;6111;1;2;0
87.5;1;17.3913;9;0;3.749504;6113;1;0;1
62.5;1;17.3913;9;1;4.127134;6115;0;2;1
92.5;3;15.84615;9;0;4.094345;6117;0;0;0
90;3;18.46428;5;1;3.650658;6119;0;1;0
80;2;17.02128;14;0;3.912023;6121;0;0;0
97.5;1;12.92;9;0;3.806663;6123;0;0;1
47.5;3;18.09756;9;1;4.527209;6125;2;0;0
57.5;1;14.8;0;1;4.248495;6127;0;1;1
97.5;1;17.85714;7;1;3.749504;6129;2;0;1
52.5;1;16.43243;8;0;4.051785;6131;0;1;1
92.5;3;17.36111;7;0;3.48124;6133;1;0;0
62.5;2;18.15789;5;1;3.86073;6135;0;0;0
92.5;3;15.40625;0;1;3.960813;6137;1;0;0
87.5;1;17.27586;6;0;4.350278;6139;0;1;1
82.5;2;15.8;5;1;4.135167;6141;0;1;0
85;3;18.61539;8;1;3.555348;6143;0;1;0
80;3;17.09678;7;1;4.248495;6145;0;2;0
87.5;3;16.22449;6;1;4.094345;6147;1;3;0
75;3;16.06944;8;1;3.86073;6149;0;2;0
60;2;18.61539;8;1;3.960813;6151;0;1;0
90;3;17.08333;10;1;4.350278;6153;1;0;0
77.5;2;16.62069;0;0;4.350278;6155;0;0;0
97.5;1;17.54286;10;1;3.555348;6157;0;1;1
80;1;16.86275;9;1;3.960813;6159;0;1;1
95;2;17.23809;8;1;3.772761;6161;0;1;0
60;2;17.48889;0;1;4.135167;6163;1;0;0
50;3;16.5641;7;0;4.135167;6165;1;1;0
80;3;18.61111;3;1;3.401197;6167;3;1;0
72.5;3;16.92453;2;0;3.688879;6169;0;2;0
80;1;18.61539;9;0;4.350278;6171;1;1;1
80;1;17.16216;12;0;3.86073;6173;1;0;1
75;2;15.95238;7;1;3.912023;6175;2;1;0
82.5;1;16.69444;8;1;4.212128;6177;0;1;1
97.5;2;16.80556;7;1;3.540959;6179;0;2;0
87.5;3;16;8;1;3.218876;6181;0;1;0
37.5;3;19.06977;3;0;4.283587;6183;0;2;0
95;1;16;9;1;4.135167;6185;0;0;1
27.5;3;20.66667;0;0;3.749504;6187;1;0;0
67.5;2;17.33333;0;0;4.051785;6189;0;1;0
95;1;14.87302;9;0;4.310799;6191;0;2;1
75;2;15.72727;8;0;3.806663;6193;0;3;0
92.5;3;18.52459;7;1;3.688879;6195;0;3;0
90;2;17.76316;9;0;4.135167;6197;0;2;0
87.5;2;15.88235;8;0;3.749504;6199;1;2;0
30;2;19.08333;4;0;3.806663;6201;0;3;0
80;3;17.27451;11;1;3.806663;6203;0;1;0
80;3;17.27451;8;1;3.86073;6205;0;1;0
87.5;3;15.6875;9;0;3.401197;6207;1;1;0
50;3;17.0303;6;0;4.051785;6209;1;1;0
60;1;17.09678;7;1;4.283587;6211;0;1;1
87.5;2;17.61333;5;0;4.382027;6213;0;5;0
20;3;17.08889;2;1;4.317488;6215;1;1;0
40;3;20.19231;0;0;4.135167;6217;1;0;0
15;3;11.3;0;0;3.688879;6219;0;0;0
92.5;1;15.21569;4;0;3.806663;6221;0;2;1
75;2;16.94118;8;0;3.86073;6223;1;0;0
87.5;2;17.4;5;0;3.555348;6225;0;0;0
97.5;2;15.65854;8;1;3.912023;6227;0;0;0
35;3;17.30769;2;1;3.198673;6229;0;2;0
87.5;3;15.82759;6;1;3.960813;6231;0;1;0
77.5;3;16.93548;9;1;3.749504;6233;0;1;0
95;3;14.41177;6;0;4.135167;6235;0;3;0
30;3;17.5;0;0;3.688879;6237;0;1;0
27.5;3;15.65854;7;0;3.749504;6239;1;2;0
70;3;18.43137;6;0;4.174387;6241;0;2;0
100;2;15.37143;7;1;3.401197;6243;2;2;0
82.5;1;16.41176;12;1;4.442651;6245;0;1;1
82.5;3;16.52174;0;0;3.624341;6247;2;2;0
95;2;16.69444;8;1;4.350278;6249;0;1;0
90;1;16.69444;8;1;4.135167;6251;0;1;1
42.5;2;18.36065;5;0;4.212128;6253;0;0;0
95;3;16.68966;9;1;3.688879;6255;0;3;0
52.5;1;18.48936;8;1;3.48124;6257;0;3;1
45;3;18.5814;4;1;3.401197;6259;0;0;0
52.5;2;18.45455;1;0;4.051785;6261;1;3;0
47.5;2;19.3913;0;0;3.912023;6263;0;0;0
87.5;1;14.66667;9;0;3.931826;6265;0;1;1
82.5;1;15.90164;10;1;4.248495;6267;1;2;1
87.5;1;16.17143;7;1;3.828641;6269;0;1;1
75;2;19.84211;6;1;3.960813;6271;0;1;0
87.5;1;15.52727;8;0;4.317488;6273;0;1;1
77.5;1;17.42424;7;1;3.688879;6275;0;2;1
60;3;18.30769;0;1;4.007333;6277;0;0;0
45;3;13.56667;0;0;3.749504;6279;1;0;0
72.5;3;16.72308;2;1;4.212128;6281;1;2;0
87.5;2;16.28572;7;0;3.555348;6283;0;1;0
97.5;3;13.56667;0;1;4.49981;6285;1;1;0
80;2;19.12903;0;0;3.688879;6287;0;3;0
55;2;15.64516;8;0;4.248495;6289;0;0;0
82.5;3;16.72308;6;1;4.350278;6291;0;0;0
42.5;3;15.64516;5;1;3.688879;6293;1;0;0
87.5;2;16.72308;5;0;3.960813;6295;0;2;0
50;2;10;0;0;3.401197;6297;2;1;0
50;3;15.44444;8;0;4.442651;6299;0;4;0
90;1;20.32558;8;0;3.624341;6301;1;0;1
87.5;2;16.59524;5;0;3.555348;6303;0;3;0
47.5;3;15.27273;0;0;3.912023;6305;4;4;0
90;3;16.33333;0;1;3.624341;6307;0;2;0
75;2;18.84783;10;1;2.995732;6309;0;2;0
90;1;17.27273;9;1;4.212128;6311;0;0;1
55;2;17.78572;4;1;4.65396;6313;3;4;0
82.5;1;16.26154;9;0;4.248495;6315;0;1;1
30;3;19.86792;1;0;4.174387;6317;1;2;0
82.5;1;16.61539;6;1;3.624341;6319;0;2;1
70;2;18.06667;8;1;4.094345;6321;0;0;0
92.5;3;16.59524;8;0;3.960813;6323;1;1;0
82.5;2;16.26154;7;1;4.283587;6325;0;0;0
80;3;19.34483;4;1;2.862201;6327;1;0;0
75;3;15.64516;10;1;3.555348;6329;0;4;0
15;3;16.28572;1;0;4.051785;6331;1;0;0
62.5;3;16.28572;4;1;4.051785;6333;1;0;0
80;3;17.46342;2;1;3.314186;6335;0;3;0
75;3;17.51515;7;1;4.283587;6337;0;2;0
95;1;14.325;8;1;4.248495;6339;0;0;1
47.5;3;18.08333;2;1;4.051785;6341;0;2;0
100;1;14.71429;10;0;4.483003;6343;0;1;1
30;2;17.5375;2;0;3.960813;6345;0;2;0
7.5;3;16.98438;3;1;3.401197;6347;1;2;0
82.5;1;17.28;10;0;3.624341;6349;1;0;1
45;3;17.2043;0;1;1.098612;6351;1;3;0
67.5;3;17.51515;3;0;4.350278;6353;0;0;0
70;3;18.08333;3;0;3.806663;6355;1;1;0
77.5;2;17.51515;7;1;4.007333;6357;0;0;0
95;1;15.23438;10;1;4.174387;6359;0;0;1
82.5;2;16.2029;8;1;3.806663;6361;0;4;0
85;3;19.375;0;0;3.555348;6363;0;1;0
30;3;17.28421;4;0;4.212128;6365;2;3;0
70;3;18.46428;4;0;3.555348;6367;0;3;0
47.5;2;17.68293;0;0;3.960813;6369;0;1;0
77.5;2;18.29032;8;0;3.960813;6371;0;1;0
75;2;17.28421;6;1;3.86073;6373;0;1;0
27.5;3;16.66667;1;1;3.401197;6375;1;2;0
57.5;2;17.59678;5;0;2.995732;6377;0;1;0
100;3;16.66667;4;0;3.806663;6379;0;0;0
92.5;1;17.46342;12;0;3.624341;6381;0;2;1
57.5;3;15.88235;8;0;4.317488;6383;1;1;0
100;3;14.85366;9;0;4.043051;6385;1;2;0
75;3;18.29787;9;1;3.650658;6387;0;1;0
87.5;3;17.84722;6;1;4.025352;6389;0;1;0
92.5;3;17.84722;8;1;3.912023;6391;0;5;0
97.5;1;14.26829;8;0;4.350278;6393;0;1;1
77.5;3;18.68627;0;1;3.86073;6395;1;3;0
60;2;17.57143;2;0;3.401197;6397;0;0;0
85;2;17.2043;10;0;3.314186;6399;1;0;0
85;3;18.57407;10;1;4.135167;6401;1;0;0
22.5;2;17.02778;7;1;4.051785;6403;0;3;0
40;2;17.13115;7;0;4.094345;6405;0;0;0
97.5;2;15.16216;9;1;4.350278;6407;0;0;0
40;2;16.06944;7;0;3.828641;6409;0;1;0
32.5;2;18.66667;3;1;3.48124;6411;0;0;0
90;2;16.13953;7;0;4.143135;6413;0;3;0
85;3;15.9697;7;1;4.135167;6415;1;0;0
87.5;1;14.0625;8;0;4.248495;6417;0;0;1
82.5;3;17.03947;4;0;3.960813;6419;1;2;0
30;3;17.51852;5;0;4.051785;6421;1;1;0
75;2;19.06977;6;0;4.212128;6423;1;0;0
77.5;3;21.61905;0;1;3.401197;6425;1;1;0
85;2;17.53658;6;1;4.051785;6427;0;0;0
100;1;15.05556;7;1;4.317488;6429;0;1;1
30;3;14.18333;5;0;4.007333;6431;0;0;0
67.5;3;17.26829;5;1;3.960813;6433;0;1;0
82.5;3;17.66667;0;0;4.283587;6435;0;0;0
65;3;17.26829;4;1;3.624341;6437;0;0;0
50;2;19.1;0;0;3.86073;6439;0;1;0
90;3;16.29231;8;1;3.555348;6441;1;1;0
100;3;15.95745;5;0;4.283587;6443;1;1;0
85;2;18.7625;7;1;3.511545;6445;0;1;0
82.5;3;20.71428;5;1;4.212128;6447;1;1;0
60;2;16.80556;7;1;4.174387;6449;0;0;0
57.5;3;19.9;3;1;4.212128;6451;1;9;0
22.5;3;16.16129;1;1;3.912023;6453;1;5;0
72.5;3;19.625;0;1;4.051785;6455;1;1;0
20;3;18.40909;1;0;3.86073;6457;0;2;0
50;3;20.92857;7;1;3.218876;6459;0;0;0
90;1;14.0625;9;0;4.766438;6461;0;0;1
87.5;2;16.16438;8;1;3.86073;6463;0;1;0
87.5;2;16.22449;7;1;4.527209;6465;1;1;0
97.5;1;16.74194;9;0;4.051785;6467;1;1;1
95;2;14.92857;0;0;3.912023;6469;0;0;0
92.5;1;10.85714;8;0;4.677491;6471;0;3;1
32.5;3;16.06944;9;1;4.135167;6473;1;1;0
65;2;16.95122;0;1;2.995732;6475;0;0;0
65;1;15.47826;9;1;4.127134;6477;0;2;1
72.5;2;17.13115;5;1;4.051785;6479;0;2;0
87.5;2;17.53704;10;0;3.401197;6481;0;2;0
75;2;15.30769;5;1;3.960813;6483;1;1;0
15;3;20.92857;4;1;3.749504;6485;0;0;0
90;1;15.18919;7;1;4.579853;6487;1;1;1
92.5;1;17.91803;7;1;3.555348;6489;0;0;1
85;3;20.92857;6;1;4.051785;6491;1;2;0
80;1;16.10145;6;1;3.624341;6493;0;2;1
57.5;3;20.18182;7;1;3.624341;6495;1;1;0
42.5;3;19.31507;5;1;3.749504;6497;0;2;0
95;3;16.10145;10;0;3.960813;6499;0;2;0
75;2;20.92857;7;1;3.86073;6501;0;0;0
87.5;3;18.02703;3;1;2.862201;6503;0;1;0
40;3;19.31507;8;0;3.86073;6505;0;1;0
97.5;2;11.66667;8;1;4.471639;6507;0;1;0
82.5;3;14.58823;8;1;0.9162908;6509;0;1;0
70;1;16.19444;7;0;4.094345;6511;1;1;1
25;3;17.425;7;1;4.330733;6513;0;1;0
77.5;2;17.51852;5;0;3.113515;6515;0;1;0
87.5;1;17.56757;8;1;4.26268;6517;0;1;1
97.5;1;16.19444;8;0;4.135167;6519;0;1;1
92.5;1;16.22449;8;1;3.960813;6521;0;2;1
60;1;19.31507;3;1;4.283587;6523;1;0;1
82.5;1;17.17647;8;1;4.007333;6525;0;0;1
92.5;1;15.78947;14;0;3.912023;6527;0;0;1
62.5;2;17.74194;6;1;4.135167;6529;0;0;0
85;1;12.88461;13;0;4.60517;6531;0;1;1
97.5;3;15.29412;7;1;4.49981;6533;0;1;0
100;1;17.17647;8;1;3.806663;6535;2;3;1
97.5;1;15.16129;10;0;4.248495;6537;0;1;1
80;1;18.87805;6;1;3.960813;6539;0;2;1
62.5;3;17.45;0;0;3.749504;6541;0;4;0
90;2;16;9;1;3.749504;6543;1;0;0
70;3;18.31579;7;0;4.629863;6545;0;0;0
87.5;1;18.87805;6;1;4.135167;6547;0;1;1
82.5;2;17.5;6;0;3.401197;6549;1;2;0
35;3;16.77419;0;1;4.527209;6551;0;1;0
80;3;17.28421;3;0;3.688879;6553;1;4;0
30;3;14.51613;4;0;3.806663;6555;2;0;0
57.5;2;19.33928;0;0;3.86073;6557;0;2;0
87.5;3;17.72973;6;1;4.212128;6559;1;1;0
40;3;17.89744;6;0;3.749504;6561;0;0;0
47.5;2;17.89744;6;0;3.749504;6563;0;0;0
100;1;18.22388;9;1;4.471639;6565;1;0;1
55;2;17.71053;6;0;3.624341;6567;0;1;0
5;3;17.71053;7;0;3.806663;6569;0;0;0
80;1;17.23377;7;1;4.276666;6571;0;2;1
85;1;14.78947;11;0;4.317488;6573;0;1;1
72.5;2;17.0303;7;1;4.174387;6575;1;0;0
42.5;2;19.1;10;0;4.350278;6577;0;3;0
70;2;19.33928;6;0;3.555348;6579;1;2;0
37.5;3;19.33928;2;0;3.86073;6581;0;1;0
30;3;18.22222;0;1;4.135167;6583;3;5;0
87.5;3;18.76744;7;0;3.86073;6585;1;0;0
97.5;2;14.875;8;1;3.960813;6587;0;3;0
87.5;2;18.30769;10;1;3.749504;6589;0;2;0
72.5;3;14.6413;5;1;3.828641;6591;0;1;0
85;3;17.82759;11;1;3.688879;6593;0;0;0
90;1;18.02326;7;1;4.471639;6595;0;1;1
95;1;18.80412;9;0;3.806663;6597;0;0;1
82.5;2;16.28572;8;1;4.212128;6599;0;2;0
87.5;3;17.34615;5;1;4.007333;6601;0;3;0
60;1;14.34783;0;0;3.555348;6603;0;2;1
92.5;1;17.10638;9;1;4.317488;6605;0;0;1
85;1;17.10526;8;1;4.317488;6607;0;3;1
75;2;17.07843;3;0;3.555348;6609;0;5;0
92.5;1;15.08163;9;0;3.555348;6611;0;0;1
32.5;2;17.75;1;0;3.806663;6613;1;0;0
27.5;2;18.10256;0;1;4.051785;6615;0;1;0
92.5;1;16.70886;11;0;4.248495;6617;2;1;1
97.5;1;14.5;9;1;4.212128;6619;0;0;1
80;1;18.19512;8;1;3.749504;6621;0;0;1
85;1;18.4898;8;1;4.135167;6623;1;2;1
30;2;20.66667;4;0;3.749504;6625;0;3;0
45;3;19;0;1;4.212128;6627;0;3;0
35;3;19.51351;0;1;4.317488;6629;0;2;0
80;3;20.98462;7;1;3.555348;6631;0;0;0
90;3;18.94667;0;1;4.094345;6633;1;4;0
70;1;12.11905;9;0;3.86073;6635;0;1;1
77.5;3;20.32;0;0;3.960813;6637;0;2;0
65;2;16.73214;3;0;4.051785;6639;0;3;0
67.5;2;14.54167;5;0;4.283587;6641;0;0;0
92.5;1;16.25641;8;1;4.212128;6643;0;2;1
52.5;3;14.32895;6;1;3.749504;6645;0;2;0
90;2;14.2;1;0;3.86073;6647;0;2;0
82.5;1;17.08889;7;1;3.960813;6649;1;1;1
87.5;2;19.45283;7;1;3.624341;6651;0;1;0
97.5;1;17.5098;6;1;4.135167;6653;0;1;1
52.5;3;16.2029;0;1;4.212128;6655;1;1;0
85;1;13.92593;8;0;3.157;6657;0;1;1
70;1;14.63636;7;1;4.959342;6659;0;0;1
77.5;1;16.05556;7;1;4.043051;6661;0;2;1
75;1;15.95122;8;0;4.297286;6663;1;1;1
87.5;1;12.90909;8;1;4.412798;6665;0;2;1
90;1;18.42857;10;1;4.471639;6667;0;2;1
65;2;20.68966;0;1;3.713572;6669;0;1;0
90;1;17.47826;8;1;4.051785;6671;0;4;1
37.5;3;17.87805;5;0;3.688879;6673;1;1;0
87.5;3;18.92683;5;0;4.094345;6675;1;0;0
40;2;16.96428;9;1;4.442651;6677;1;1;0
57.5;2;19.56;2;0;3.555348;6679;1;3;0
72.5;2;18.51852;9;1;3.806663;6681;1;9;0
57.5;1;17.89189;12;1;4.051785;6683;0;1;1
67.5;3;15.22222;0;1;2.995732;6685;0;1;0
95;2;15.53061;9;0;3.960813;6687;1;2;0
37.5;2;17.20339;1;0;3.806663;6689;0;2;0
72.5;3;15.34783;0;1;4.174387;6691;0;2;0
40;3;16.57143;3;1;4.212128;6693;0;0;0
72.5;3;15.43023;11;0;4.051785;6695;0;1;0
82.5;1;15.05556;0;0;4.135167;6697;0;2;1
67.5;3;19.44444;6;1;3.688879;6699;0;6;0
90;1;19.88235;0;1;3.401197;6701;0;1;1
90;2;15.80435;6;0;4.65396;6703;1;1;0
92.5;2;18.28572;10;1;4.283587;6705;1;1;0
70;3;18.375;5;0;2.862201;6707;1;1;0
82.5;1;15.33333;10;0;4.677491;6709;1;1;1
95;3;15.88235;4;1;2.995732;6711;0;0;0
85;1;17.42105;7;1;3.912023;6713;2;1;1
35;2;19.51351;3;0;3.960813;6715;0;3;0
80;1;17.5;9;0;3.555348;6717;0;0;1
65;1;16.88889;8;0;3.701302;6719;0;3;1
95;1;15.45455;8;0;3.960813;6721;1;2;1
37.5;3;18.5814;1;0;3.540959;6723;1;2;0
80;2;17.14286;6;1;4.283587;6725;2;0;0
75;2;14.76471;8;0;3.624341;6727;1;0;0
60;3;20.51613;2;1;3.555348;6729;0;4;0
60;3;16.875;6;0;3.749504;6731;0;1;0
87.5;1;21.62162;7;0;4.212128;6733;0;0;1
57.5;2;16.5625;7;1;4.135167;6735;0;1;0
85;1;16.77193;8;1;4.350278;6737;0;3;1
50;3;18.53125;7;1;3.555348;6739;0;0;0
75;1;17.63636;6;0;3.960813;6741;2;0;1
72.5;1;17.30769;8;1;3.688879;6743;0;2;1
100;1;15.68571;8;1;4.051785;6745;0;1;1
92.5;3;15.24138;8;0;3.218876;6747;1;1;0
27.5;3;17.59678;2;0;4.135167;6749;1;2;0
50;2;19.05;6;0;3.960813;6751;0;1;0
52.5;2;18.30233;11;1;4.094345;6753;0;0;0
45;1;17.7439;8;0;4.051785;6755;0;0;1
22.5;3;17.7439;6;1;4.051785;6757;0;0;0
82.5;1;16.14035;9;1;4.317488;6759;1;1;1
95;3;18.54167;5;1;3.806663;6761;0;0;0
92.5;3;16.08955;8;0;4.174387;6763;0;1;0
95;3;12.61111;9;1;3.806663;6765;2;1;0
47.5;3;20.23529;1;0;3.020425;6767;0;3;0
92.5;1;13.27907;9;1;4.766438;6769;0;1;1
50;2;10.5;9;1;3.113515;6771;0;1;0
100;3;15.625;9;1;3.912023;6773;0;1;0
77.5;3;18.06667;6;0;4.051785;6775;0;1;0
80;1;14.35897;13;0;4.26268;6777;1;1;1
87.5;1;19.10256;16;1;4.350278;6779;0;1;1
85;3;14.09836;6;1;3.749504;6781;0;0;0
95;1;15.52727;8;0;4.382027;6783;0;1;1
55;3;18.11111;1;0;3.749504;6785;0;2;0
60;3;18.53572;6;0;3.749504;6787;0;1;0
60;2;16.91667;2;0;2.525729;6789;0;0;0
62.5;1;15.7265;10;0;4.094345;6791;0;0;1
87.5;1;14.45652;10;0;4.677491;6793;0;1;1
30;2;16.04;6;0;4.212128;6795;1;0;0
65;2;16.04;8;0;4.135167;6797;1;0;0
97.5;1;10.4878;7;1;4.283587;6799;0;0;1
85;3;18.30233;8;1;3.688879;6801;1;0;0
75;3;16.04545;7;1;3.48124;6803;1;2;0
70;3;19.33333;2;1;3.960813;6805;2;0;0
65;2;19.4;10;0;3.86073;6807;1;3;0
95;1;15.12963;9;1;3.931826;6809;0;1;1
90;3;16.57143;9;1;4.959342;6811;0;1;0
95;1;15.75676;10;0;4.007333;6813;1;0;1
50;3;17.76923;1;0;3.624341;6815;0;3;0
67.5;1;15.07018;6;0;4.135167;6817;1;1;1
82.5;3;16.8718;6;1;4.212128;6819;0;1;0
87.5;1;16.60741;8;0;3.555348;6821;0;0;1
80;2;14.84906;9;1;4.051785;6823;0;2;0
92.5;1;19.30769;7;1;3.218876;6825;0;0;1
85;2;18.97674;7;0;2.862201;6827;0;2;0
95;1;17.63043;10;0;4.051785;6829;0;1;1
85;1;14.6875;3;1;4.317488;6831;0;1;1
25;3;16.60741;7;0;3.806663;6833;0;1;0
82.5;3;16.90164;7;1;3.688879;6835;1;2;0
57.5;1;15.24419;7;0;4.350278;6837;1;0;1
87.5;3;12.6383;7;1;3.749504;6839;1;0;0
32.5;2;16.91667;2;1;3.806663;6841;0;0;0
92.5;1;12.35556;9;1;4.317488;6843;2;3;1
27.5;3;15.47619;0;1;3.806663;6845;4;6;0
